base,c1,scale,matches,goal_mae,team_a_goal_mae,team_b_goal_mae,total_goals_mae,goal_difference_mae,poisson_log_loss,brier_score,predicted_avg_team_a_goals,predicted_avg_team_b_goals,predicted_avg_total_goals,actual_avg_team_a_goals,actual_avg_team_b_goals,actual_avg_total_goals,predicted_minus_actual_total_goals
1.2,1.25,350.0,1170,0.9603061936797924,1.0155479807814407,0.9050644065781441,1.4338923372985348,1.362530430460928,1.0262303678756943,0.5998207054939053,1.3228152045787545,1.1045055787210012,2.4273207832997556,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.2983202423412701
1.2,1.25,400.0,1170,0.9520870386137821,1.008258831514423,0.8959152457131411,1.4339332910416667,1.3353991461271368,1.0100595569163306,0.5942366645277968,1.3040123747943375,1.110309760884081,2.4143221356784186,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.31131888996260715
1.2,1.25,450.0,1170,0.9469813850249288,1.004229532865622,0.8897332371842355,1.4339018154154797,1.3195462023528015,1.0012823700286781,0.5915739056503776,1.2904072502635326,1.1173561847245963,2.407763434988129,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.31787759065289656
1.2,1.25,500.0,1170,0.943962262482906,1.0023877400128205,0.8855367849529915,1.4335761768247863,1.310933933982906,0.9974517537755752,0.5908515706704077,1.2801645993547008,1.1239941739871795,2.40415877334188,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.3214822522991456
1.2,1.25,550.0,1170,0.9424696003069153,1.0020232163170164,0.8829159842968143,1.4333379831857032,1.3079674243317794,0.9967974145190671,0.591314395082939,1.2721410056915305,1.1299178082128982,2.4020588139044285,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.3235822117365972
1.2,1.5,350.0,1170,0.9762829583852258,1.030796502989011,0.9217694137814407,1.4351892083406592,1.4130029819035408,1.0596540246011148,0.6111111763855495,1.356076668920635,1.1021952657203906,2.458271934641026,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.26736909099999995
1.2,1.5,400.0,1170,0.9639629323600427,1.0189453956688035,0.908980469051282,1.4342760231965812,1.3742789373504274,1.033249051657572,0.6023587271561738,1.3307605242863247,1.1032603581495726,2.434020882435897,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.29162014320512863
1.2,1.5,450.0,1170,0.9556624197393162,1.0112862206296296,0.9000386188490028,1.4337895238262108,1.347600182065527,1.0175134652128297,0.5966491965591454,1.3126059773418803,1.1069746575555555,2.419580634897436,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.3060603907435899
1.2,1.5,500.0,1170,0.9501357474111112,1.0067398264358975,0.8935316683863248,1.4339825041316239,1.3289352496957265,1.0063339687667603,0.5930641339382295,1.2990033556700855,1.1126983363982905,2.411701692068376,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.3139393335726499
1.2,1.5,550.0,1170,0.9463201393469309,1.0037703050714841,0.8888699736223776,1.4338523316573426,1.3175878188694639,1.0003042459389537,0.5913383553743342,1.2885139874599845,1.1184858391748251,2.4069998266348094,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.31864119900621635
1.3,0.5,350.0,1170,0.9582622109377289,1.0180226534835164,0.8985017683919414,1.42991452991453,1.3223544945079364,1.00586304260635,0.6010185971965152,1.3448033160818071,1.255196683918193,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,0.5,400.0,1170,0.9626670498322649,1.0222534591399572,0.9030806405245727,1.42991452991453,1.331051398267094,1.011626387520773,0.6052226900139582,1.3392029015715812,1.260797098428419,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,0.5,450.0,1170,0.9668597352497625,1.0260987498869896,0.9076207206125356,1.42991452991453,1.338573442254511,1.0169054520971712,0.609034396021918,1.3348470236191834,1.2651529763808167,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,0.5,500.0,1170,0.9706945173376069,1.0295681649820514,0.9118208696931625,1.42991452991453,1.3448276078102563,1.0216239299873329,0.612431805318937,1.331362321257265,1.2686376787427351,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,0.5,550.0,1170,0.9741727680341881,1.032607995975913,0.9157375400924631,1.42991452991453,1.3500763800606062,1.0258101784286462,0.6154443982247,1.3285112011429683,1.2714887988570318,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,0.75,350.0,1170,0.9494061075106838,1.0076380437905983,0.8911741712307693,1.4296537915390721,1.3079209160164835,0.9953685091330395,0.5914382907020979,1.367362596320513,1.2330138654908425,2.600376461811355,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12526456382967055
1.3,0.75,400.0,1170,0.9513903904631411,1.0104490492879274,0.8923317316383547,1.42991452991453,1.3096431118344016,0.9967766148308406,0.5937810677147606,1.3588043523573718,1.2411956476426282,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,0.75,450.0,1170,0.9540257787849002,1.013598522491453,0.8944530350783476,1.42991452991453,1.313648961022792,1.0000283963196077,0.5965939500393342,1.352270535428775,1.2477294645712251,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,0.75,500.0,1170,0.9567757025038461,1.016551009981624,0.8970003950260684,1.42991452991453,1.3193793342162392,1.0038864300968768,0.5995517958839591,1.3470434818858974,1.2529565181141027,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,0.75,550.0,1170,0.9597683372385393,1.0194642493834498,0.9000724250936286,1.42991452991453,1.3253320283131313,1.0078240626447132,0.6024578640483196,1.3427668017144523,1.2572331982855478,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,1.0,350.0,1170,0.9530881983113553,1.0095305644126984,0.8966458322100123,1.4306735268644688,1.3241773375702075,0.9988496717746554,0.5908324879007535,1.3920829303321123,1.213684159008547,2.6057670893406595,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.11987393630036625
1.3,1.0,400.0,1170,0.949903808181624,1.0071098073589744,0.8926978090042735,1.4299196447521367,1.3118554233205129,0.995593442274147,0.5900941280516281,1.379355106260684,1.2229095890341881,2.6022646952948723,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12337633034615347
1.3,1.0,450.0,1170,0.9492022711215575,1.007178849263058,0.8912256929800569,1.4296671097834759,1.3082168149648623,0.9952931653565307,0.5909578671995119,1.3699619707331434,1.2306674371054132,2.6006294078385563,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.1250116178024694
1.3,1.0,500.0,1170,0.9502376582470085,1.0089291833641025,0.8915461331299145,1.4298052040153846,1.3081998914991453,0.9957350033843704,0.5925298188607233,1.3627577147726495,1.2373516111264957,2.6001093258991452,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.1255316997418805
1.3,1.0,550.0,1170,0.9520107279347318,1.011212226975913,0.8928092288935509,1.42991452991453,1.3105661313846153,0.9974807761722384,0.594453307329108,1.3570224022859363,1.2429775977140638,2.6,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.12564102564102564
1.3,1.25,350.0,1170,0.9655818303907204,1.0214169463705738,0.909746714410867,1.4312951598168497,1.367130579114774,1.019138294824839,0.5978208638803252,1.4199166607051283,1.1990580148626373,2.618974675567766,1.471794871794872,1.2538461538461538,2.7256410256410257,-0.10666635007325986
